latitude,longitude,extenders,wireless_clients_count,wired_clients_count,rx_avg_bps,tx_avg_bps,rx_p95_bps,tx_p95_bps,rx_max_bps,tx_max_bps,rssi_mean,rssi_median,rssi_max,rssi_min,network_speed
39.062036,-88.7481224,164.97051964787192,306.13894996849405,338.7465585700071,705.2695059775407,880.9017013472738,493.6148198322108,700.7037690050462,437.5568277997599,418.03696582426113,492.7167303197375,498.7411674438609,487.32074538963934,493.45991736861816,
41.487123,-120.542327,261.7532245079568,389.29513939898686,405.33776239146147,387.8147090033686,384.6419989335769,429.4861974109783,347.8980530263087,575.3781415554283,464.72459251607154,512.5720794305023,513.4630044842269,545.4696459264708,503.3673342380387,
29.4238472,-95.2441009,634.5019986456613,444.15678377306034,493.9775587825613,393.6920504632704,275.18731588139104,415.31498879013293,275.469949596926,440.86363808219846,550.2541568199539,502.90794060365585,503.31992859257,512.4745363724045,503.2180784714598,
42.943367,-74.1850436,197.9646235774463,291.27783589235355,260.57427582308236,374.3871641463951,408.65739748438534,388.4010164475314,381.92633905473394,298.0296413133453,340.36638135302667,510.74270092766363,548.5137075757331,540.2903916276437,490.37303674164735,
41.625348,-72.3427569,591.7263748537538,503.73752953854887,509.92673976765246,458.3038538227316,425.2423492138166,422.67093264773706,369.07398435988995,399.7044366647257,389.92932890241644,505.38295393806357,504.75272346038435,504.8664574062863,500.6154289783742,
33.8347516,-117.911732,230.95872750702068,480.83960210801223,472.8940561233717,496.7124583368068,613.1793030314903,452.0133268485813,675.8243390090092,468.38013783477027,991.9073168254168,540.1061486684225,531.855143123433,627.8668734078108,527.513600475677,
41.7373212,-72.37036,525.7707502659824,454.29551547580525,487.8359187370178,390.1197603333711,271.78985368531545,403.49820411497416,249.20630158514342,395.1919867478006,335.1747067962803,502.779523915307,500.45243460997955,503.04961446078323,502.87101225487874,
34.1458435,-116.9825321,692.8761825210621,291.27783589235355,486.40531486975374,197.21806926393978,8.274650682329442,341.79537789742864,34.56348469830099,445.0281745973778,29.534030246352593,564.1407761456575,529.0109979730402,697.0805444921363,561.8122741086859,
29.16941,-95.4318847,874.5039196867774,525.5928772481997,620.993193256045,404.6243639505436,564.7322334251392,421.7028907919932,486.7384617230195,414.6928748960954,460.80750681517173,515.8381752933504,515.0940158779148,525.1503296349559,505.1095736598631,
41.634874,-84.99928,304.7778144633786,383.9810892685818,407.13356260458823,584.0123306449265,633.5948344944993,524.153188650223,526.832950606612,505.86474152922165,408.69688755996594,498.00280545464693,497.5138905243086,512.0387961309561,495.5224895054459,
39.2567572,-80.2923107,213.19267154494221,339.29066598449975,392.865831240955,674.7168640126557,536.258570741923,713.2791075482751,433.5543269572459,770.1164368602424,388.19484197829956,481.14366101427055,479.4572382373522,460.3469716899788,492.7136385357241,
41.343429536509596,-73.04411442246108,453.5580388167862,480.2276035690155,462.3868518035379,426.482970634684,337.71282809679286,437.8879034166771,399.08315147152723,450.20824764169174,473.82012786881114,494.2231251854084,494.8636089388529,488.7953502259652,496.269530537885,
45.1404664,-89.1524959,140.71264375106404,334.2795582679416,364.80398615231536,670.4086989494502,672.4319210722388,644.1555273875587,573.6885060295165,599.9890377093585,463.2500522407357,497.7414414921485,498.5662154377314,518.2637335930432,494.6627011898506,
27.7729445,-82.39813752699379,618.0455548087874,624.5829023920325,554.1980556297257,460.92767827834325,562.7121347633691,444.8476923471408,607.5580122352718,417.89633454152505,512.8428894716137,498.7631764904768,498.5587358477857,476.8030924326213,501.79714095911953,
34.5008311,-117.1858759,531.9068815541523,507.75910990027376,531.4179614115681,528.7875003365003,483.6591672144078,543.3516542807614,515.8488681359464,536.2057464253587,484.0149863691918,490.8393318832004,490.3321952786115,486.01025878271236,493.8702020549495,
44.7319094,-93.21772,599.7163596610874,531.27025850234,530.3452907928618,399.4519740467598,352.0971226587137,413.7717314038696,326.1664452183258,442.81839423562616,374.6507107151124,509.0437153281804,506.25783676989874,522.5922980610634,504.84765346307347,
27.909666,-97.1503865,600.3303303741365,403.53278896660987,493.2440539188891,448.8499446270981,449.05636595523646,439.9630156314314,410.6517386836623,482.6340251738452,462.951962505671,490.60393993093396,488.34322127076445,495.69534886164445,493.35839053905914,
34.1362075,-118.0401497,828.4389138838786,582.8572016355273,721.6774508665369,327.6277400446585,370.035278645995,338.28106676041324,356.90980145913676,438.70953791996124,549.5801326010906,521.0790835768794,521.6533181274592,546.8309914239885,503.29575439741325,
33.110156,-97.17975755648095,751.4446636592061,614.8092667365604,631.1826544033547,386.3231377147573,366.19260013923036,420.7518753051944,363.6764586926617,414.22023877622445,419.2544744076023,516.4155958582302,517.0424541463877,515.6489459901619,508.29649673201504,
43.246203,-74.51786,692.8761825210621,83.22223882638674,608.0066435871922,501.96220280977855,2663.2146750660236,170.0008367265877,1993.983487280257,76.6244533608652,920.8342985206393,405.80065032563397,392.49203075419115,563.5970359723656,370.42567523649615,
34.2413266,-118.4322047,511.4949829082186,570.0650739852844,546.4632136952949,522.5128976654883,354.10689467138366,564.9548588276076,395.8811258085743,561.3348570547918,490.27794334467416,505.91858986462626,507.92560774813944,496.29877687765855,507.3581914255779,
40.8936647,-83.6502092,445.4204030492542,401.25008005579315,486.40531486975374,806.9037812183188,1105.7063621785753,632.4837614838091,899.3406989250003,449.5468236348107,509.46180050336255,516.5522137407324,519.2596431716938,515.9243543581616,516.391030597544,
35.1235374,-120.5785796,153.97248500468046,309.77166674266175,432.3602798842255,466.4112101726125,760.9924071234709,401.0116395420904,656.2501732723589,376.2137929838353,369.37968964250064,543.5671350251445,536.595385040754,636.1065961559447,500.76063504193,
33.8690197,-118.0796195,461.40648437796386,481.4737932101799,487.4814328230055,394.5261510270506,333.42248128457163,455.0867447743189,383.4837469236039,517.4359769152461,471.01980074898376,498.2901507744016,495.91949499535184,495.08337673212924,501.0307750378007,
41.8731532,-72.1214653,417.44714102200635,457.98076770297297,477.3418617976465,459.69425377801053,411.73088579243233,570.741893925519,374.8377141745149,497.42179783193507,452.6500851652087,499.5213662804041,501.028849412655,494.3219508054451,499.57615910777156,
40.7887367,-82.2360391,392.78278956160875,404.04121379883526,418.75954260309925,479.472865851171,261.3560407618933,523.9030103367595,256.08329028712717,519.9071635234895,379.8041743070354,499.6426595376097,500.4075620433294,511.7751823336378,497.38437355265165,
38.6242509,-82.1645889,395.9292471548926,303.166727153266,416.9188413169318,1071.6924410324066,1851.3348305991065,657.0291349749374,1422.2167976885762,452.12038368571405,741.6069775863455,499.8653152351092,490.00557876765475,565.7158218218857,488.60910495480687,
39.355589,-82.0610404,261.51357861689894,375.63345151209575,390.3544598906098,437.19220256221087,293.13312059374044,531.6088170174461,291.04877098666196,578.7283648877882,433.16693887891336,532.4195568333686,533.1610152158312,586.3348234158544,504.6869656967281,
37.4223414,-81.0161994,1385.7523650421242,665.777910611094,972.8106297395075,290.5503298437674,11.008310138045964,396.0358554336858,30.14277198219772,343.0890071514219,36.11000091588956,514.8217205623715,537.5434334242183,430.1135274525948,512.422184077153,
44.441714,-73.6745834,542.250925451266,358.2174627744472,407.10010048881566,256.08063209773417,118.08480280271509,390.541527596031,125.00360518661324,385.6137338535088,406.8108215814159,488.18717338238184,481.5261398099622,563.5970359723656,472.6953725300506,
41.3669902,-85.0588632,641.5520208528352,659.6133003276578,522.4353381934393,342.5129976544455,158.77587414728285,439.21871254635664,162.36451575654792,411.0471549847859,323.1345162547434,513.8282892933124,517.318401243648,538.328552878088,497.5594255028492,
28.0653422,-81.7888642,435.2384114487279,506.3504851359247,465.2840048227114,502.7805870103733,439.23747520488286,503.9353688246556,411.1787310278945,499.59172172560744,444.14033697987963,493.04537533433825,493.03951630702807,476.39631413347087,502.0371472292496,
39.2953787,-78.6377912,218.55825891603973,338.93978922469137,365.3480636857267,959.2547848059978,1281.9088434556666,827.9173015875158,1466.1240123915463,699.6764504374399,853.5901762887123,498.9104745599927,494.881256168328,530.7487452851735,498.5415799156065,
43.419014,-75.479507,0.0,374.5000747187403,486.40531486975374,82552.95073182904,70258.07557227559,28410.923104785637,52654.60947668703,13024.720915516207,24435.093365649554,410.12688327153626,392.49203075419115,489.4395312391596,506.24842282321146,
41.8098209,-72.8306541,763.3104043849053,611.7719896705663,608.2941171775407,320.34665978707835,353.705596629583,335.5193044730467,323.3853054121741,399.5010769306709,388.07285897612,505.46560259804187,505.3501308708371,488.7733408893104,505.7813770545917,
32.8975875,-97.5437799,537.4015269309701,467.9873562435734,492.08286819663067,578.4405673506651,648.82448765014,528.6982189445152,644.8248002998627,502.2263719890732,501.3717392096797,497.72782453222095,497.81558153080624,502.57083573581997,499.73263089352884,
34.1338751,-117.9056046,438.7432911692692,511.46413217708186,503.30583852200795,504.98323503924416,443.0076953320348,563.9952969936024,500.8172623117372,547.3426891013139,522.9938105314684,494.8588685783714,494.10032139822016,485.7995289729331,499.7356279004093,
29.506321,-94.987748,481.765470659176,446.99444682141313,465.8217566233123,500.5902772355562,349.79780124900753,504.82979195726796,337.6699625131184,507.56030859154646,477.73284988412297,502.46942420329,502.41379684007114,506.5884542087135,501.26439681091483,
42.2935152,-75.4792592,230.95872750702068,226.54942791627502,202.66888119573073,241.81989380996083,273.4218930296812,225.97960740012775,470.6780059535741,444.7477419688838,1270.1765726782082,507.515193809292,500.56954646911333,665.769598049227,469.891828772222,
43.6147877,-74.0248539,346.43809126053105,416.1111941319337,425.60465051103455,464.57917578488093,19.1041399647018,471.7656015055896,53.126858699192226,437.5777129687738,63.98853611058131,459.44593885482226,443.6866434612595,556.181285499045,472.29273592653266,
34.0854739,-117.9611761,407.7942974880981,489.58223110879237,508.53255449058355,469.14282733765253,371.62086163542307,553.8301450544816,420.0623898716161,538.8778182676616,460.63506410689973,502.7736757233944,502.87926261716444,497.1275662870945,504.36495894174436,
31.7411047,-99.9530698,240.4885779138638,341.67576935639113,329.9764211313014,543.4496257102952,464.2324010561315,540.3618140694516,402.809579189403,514.9534729627146,449.78005359032846,506.29946168156016,503.64149936213454,547.1095907452742,497.84191781481036,
41.6170428,-72.0845212,259.82856844539833,447.3195336918287,364.80398615231536,374.87909816733674,116.68280556063827,351.1017568114335,148.79522732932014,296.0659516281717,183.61966114838458,550.4049865424178,551.4086410323827,583.9903497739972,513.9656243906384,
38.5095347,-81.8398547,0.0,291.27783589235355,486.40531486975374,146.17155375137932,17.813888455232068,286.3529819845342,28.611186339469175,193.08011446046095,168.02590483012779,485.403336530236,477.8163852659718,489.4395312391596,469.20585529956185,
40.86577,-75.2064003,0.0,457.72231354512707,608.0066435871922,911.4059273773707,1197.3690061645257,780.1849540024682,987.6661098457555,505.909793469247,561.3177594798617,484.5380899410555,494.881256168328,519.102533132442,487.72713906138665,
31.7170958,-99.1325529,202.08888656864312,336.35654858997975,334.40365397295574,739.2750657485129,696.5009279022385,620.0534467480645,587.4425572485429,468.3649352439461,367.7023302478172,482.447077350536,483.1491574229581,461.6304669642073,492.61470005409046,
33.9255685,-116.875289,582.3978935757747,546.0640306457748,515.1300381888336,544.5942012915476,479.62003539941367,540.7812998197188,503.72565206963924,515.6742077333299,540.0845617761101,484.0288207871875,483.67823560546225,469.0608153715305,491.03885154504627,
38.4095298,-82.2945923,268.2101351694434,264.4319523999707,368.7266096593295,521.6709825682173,685.1633379522449,459.2196029722477,646.9995775748092,414.2773941040026,549.8138898227562,477.8673178502772,477.54114541270803,509.05538732987856,473.18892707629834,
41.9292629,-72.9139904,579.7535404768071,461.11913961967343,486.40531486975374,432.5492676763479,459.7319298642726,547.4710464669084,413.21369050632626,556.0683378293181,719.4594422388891,513.7445768493101,513.6874404280674,529.9991460728315,501.33461284558445,
39.5037486,-80.166815,392.3515732348183,419.620565648709,417.54673113819223,566.6418892311593,760.5976420805127,505.623144546396,621.8879271112384,476.5336991425619,539.2262110084032,487.425720124224,486.5544215713951,486.75913950181484,495.98361495521215,
34.8986215,-117.0244313,372.052737564452,461.1065820371428,457.1850325531789,735.6136446524542,892.8339337047433,673.1929153527316,862.6080882240539,603.0945014339637,662.6855892138907,484.925131853406,484.70068854589647,480.3240523763902,491.5843133753095,
33.0731775,-97.1316788,923.8349100280827,672.7130971799595,871.4761891416422,340.0704292692178,677.9683477674891,227.90816721869197,516.8442541999093,214.12523867777122,290.79144432807664,501.6988139598013,492.0371110179352,531.462117254643,502.13258198725043,
27.8963791,-81.8431567,433.04761407566383,489.33676763382954,449.34064560603,466.34773114299094,365.0903567997919,483.06423899572064,372.4933832117539,499.77567382508136,523.5384883171895,496.79315161633957,497.4723748920528,485.1526484580358,501.8405797657802,
43.9133661,-69.8140298,377.9324631933066,329.10612626798394,364.80398615231536,467.0223084638727,417.1340073573265,414.3844742857536,427.9539261613517,591.3001750083523,612.9464696094028,471.2447559800104,483.24611691672146,469.21475722101246,495.584653384585,
29.7355047,-94.9774274,544.6256479726367,488.7432156301879,505.85057238988475,587.1113157299842,734.1429681733418,531.0621053397156,707.6240597978247,486.9618680487584,568.5446849254904,511.51078823125073,511.9269098737219,528.5225404904438,504.95527012812914,
29.7419486,-94.8395296,671.8799345658784,340.45461338067304,508.51464736383343,403.56152056706264,566.1440293841063,297.42097348245915,488.8367583375753,346.8640622331603,448.68791264066334,491.6435998097799,480.1434131162931,555.9565657877322,486.41755334085354,
41.4428745,-73.062608,449.22741504112815,464.12402422407985,495.75926323263366,475.84944720180533,598.3521100438758,396.0110551046686,537.9973557754379,566.1846363278871,566.7535443499969,489.77711049752185,487.6615030942542,484.3870419056883,494.9185532692747,
53.3525496,-113.4151434,704.6984258494576,610.7883081747894,568.4221361124289,447.41615892850393,429.78312318377533,462.0615571819825,471.9676407746217,471.47250639137553,495.30847637981384,489.3845129574688,487.8532012734466,474.06220723994875,493.40105079259354,
37.7476157,-81.1423203,406.1687966502778,377.7285236387294,422.45978856144563,524.1899639989355,195.93042747223598,500.73274301014004,184.11888243043754,541.3303684087614,404.0037276984945,489.12538866817596,487.74637479967043,503.7596011186752,489.0576910557707,
37.7781702,-81.1881557,501.09356280267014,426.4179937594741,447.8708980689474,496.7897452439122,365.44323806247473,518.3742660000008,354.1735827383912,511.1449172830407,477.4425455171746,490.72561629491094,491.4355813835726,489.92900234918,493.18668946764024,
39.025097,-79.9355873,0.0,83.22223882638674,121.60132871743843,22.64214133869848,3.8842758221064955,2.7923736317502397,1.6358893009190798,240.60218500337638,57.53023545183219,570.1975022699207,580.2056106801086,578.4285369190068,493.9009003153282,
33.9694561,-118.1503953,305.5604403743327,417.2159141163548,452.14889335790906,570.0988622183822,429.59391627296185,666.5877475658335,496.45676753610616,664.6414024463271,539.9158330303743,493.7916342156094,494.07583453281853,487.90825533021433,504.190502405231,
38.2320006,-81.5378003,450.0123659672878,431.55449618219103,403.66626646407406,395.0141966325909,258.1757925959383,419.48023923309995,274.7974148568217,463.1751655197076,422.22809042667274,505.0988465190035,507.02018495454007,510.54001712200994,493.8372532920917,
27.9358543,-82.8062139,1043.6995660760301,615.2124996786058,692.665796491738,372.61419887373654,424.93090903063285,372.06671183457956,453.1608587230678,358.8029479278712,457.7515983574853,514.9641029124898,511.51410502252315,508.5890641069748,515.7825857723365,
27.9230767,-82.8431594,805.9988245653171,510.37311770059625,523.6302114159083,291.39820811557274,313.9861898861,256.5531435614479,287.8990099905398,268.20056028670155,302.45750130150816,531.2790638504569,530.2299173232086,558.754096887748,518.7219404587261,
27.9214103,-82.8170475,534.5044836591051,423.24452888848106,500.3026095803181,1088.3738339949887,2030.3416508845537,1045.6059767553716,3874.483162457857,710.668451371977,2053.851649306073,500.58223383757314,501.9509883993041,484.3544452003112,504.48449103637097,
39.1242444,-81.7354088,0.0,208.05559706596685,243.20265743487687,591.401156476936,2880.144046512192,258.21017487850594,2170.0625919389126,218.04366098541516,1014.5005125247363,453.38921273055905,426.62177255890344,444.9450283992359,481.5533778074451,
41.2736163,-82.8409057,312.9118243643506,363.4261477781324,405.0108770992103,777.7891547887657,809.5888952403751,701.0146774809707,688.3385553293031,542.6675813089339,450.62108104768146,509.5674408716224,509.1249185747301,552.4734102623846,503.21133059344993,
33.8825705,-118.1167679,462.08653168132327,499.4248190185251,525.4850976713318,502.6518146473298,391.4568282681664,555.8591096233681,453.1125031638959,554.2590473360392,515.9240346295005,496.2347543010894,497.5359304485261,486.61655155678267,501.3446666295609,
42.2579991,-88.841734,340.75030170252234,453.405936232863,456.82170803252626,558.5478360414102,592.5309164260792,548.5906968710102,613.4294368380073,502.7729324898894,482.85669420561817,502.7340965702385,502.3184834869667,509.0303944298722,499.4526781593578,
39.9219782,-88.572008,65.98820785914877,265.5185714937101,214.24996012120107,618.3880650035438,34.5295879040324,603.5836557575915,81.37894714314304,696.9468634778672,352.9239973724162,540.6143093636556,552.9830785263501,614.4478963608498,500.9566274626901,
37.9967163,-88.9200685,330.9259379205073,306.8043729868287,408.96765280093723,711.6672867061582,816.2857082430111,626.2984579684753,671.666488370659,514.6468272516462,471.099315895257,501.6234815453203,497.51315168063167,535.188439631784,499.44499935182813,
41.1950837,-76.3835528,692.8761825210621,332.888955305547,523.8211083212733,466.90744400807995,273.2431893352669,418.3415905751934,224.33789650335126,375.149473072837,411.71229833276243,494.987606441158,502.10100924240174,475.74891498072157,480.6035683837617,
40.0169542,-80.7347236,199.46435557424516,414.2197796131522,304.0033217935961,585.061523451265,277.6643155362805,647.5065390204306,280.7282606900014,592.2843530425375,374.3088139288084,515.346112434602,520.7371211718978,536.8553903261488,501.66487280134567,
39.6267975,-78.2279514,488.86263988986053,305.37938191571357,477.62299668460537,608.4150032856484,903.0471228613443,498.7139244513715,733.2394236765199,472.77106869056405,511.5253020165207,489.54209938181594,485.73258926789816,528.2486253828706,485.7035173170391,
41.621488,-72.7456519,610.412264290871,486.3064072170619,506.0691778576967,485.0281499222711,612.4125650866152,429.8011117448708,524.2337957724278,435.49120101013295,510.1845836830768,500.2334168149084,501.3385326740707,497.1143053383271,499.81908542421667,
33.7438202,-116.2863072,322.2016815838684,439.5709610438987,408.3402643351019,552.2298257805614,582.1484213175061,584.4756276731936,677.4755429456925,564.5033260505518,600.2149022045636,500.0947251185428,499.16503034546264,524.2905067146003,496.0096335831355,
40.6020295,-76.8119149,0.0,124.83335823958011,121.60132871743843,23.683013289820796,2.7581571946449226,28.260012387019298,5.72321698696847,158.9663723898903,29.400204198143037,548.5663375404093,614.335352484821,711.9120454387775,524.7697065850363,
41.4217637,-72.9970496,692.8761825210621,790.611268850674,486.40531486975374,201.63808326203426,48.86950900367282,243.40418925711666,63.737697288609546,191.39130460832737,124.05800376813609,509.6302410272887,503.413691619506,474.6080302925184,580.3335578705106,
41.3712063,-73.4140097,525.4311050784721,472.1706188969303,494.512070117583,459.4115404690995,463.7418246008406,438.82708390897596,426.2989890982018,448.65749835299545,447.08541806611805,502.16027880736414,502.13382630182934,501.5931222926572,498.6684159503165,
40.043962,-80.6906355,293.94747137257184,465.2879716202531,416.39242863850137,473.8253957615954,427.3818988045875,439.33760140657716,533.1136507727348,449.30264481703796,553.5478962297743,521.2717405908076,523.5812663222906,549.6644138709753,503.4421677077835,
39.5480179,-81.6393772,461.91745501404137,466.0445374277657,575.5796225958752,640.8928478145967,769.1654568647554,641.1848046116552,623.6898990558306,585.1270628649355,351.54531797352496,507.72669853109164,519.3409044617051,494.38336488804,515.7148567459219,
38.8407799,-79.8751955,138.57523650421243,266.3111642444376,384.2601987471055,961.6399394256664,934.1195014225624,866.4597385216533,749.5225111729227,666.2457836462793,461.288544111348,487.41070861713473,488.05530780738553,532.1542539654862,483.52898140870633,
34.2611183,-116.84503,295.78924750899137,352.3561456742924,377.60412601730883,493.79269740493174,488.03162437102935,470.9339199443619,461.88845349705747,499.6356334838404,486.31275960641597,466.42863062715577,467.1383666311642,483.65726966152175,466.7748615894328,
34.2440587,-116.91018,166.00158539567113,280.8750560390552,319.83682813701256,375.8116902855401,600.1776466162949,280.0839337094018,545.5110766845037,306.01038740055293,515.2858849745622,462.2670032549627,461.018152971465,516.862358510293,447.4690708846425,
37.1649125,-118.29632272544802,259.82856844539833,473.32648332507455,410.40448442135477,699.3614568427599,1138.164237306613,462.1423924003257,939.9190924831214,468.2697667890558,564.6176965920338,485.40333653023595,488.4819295799444,482.023780765839,493.9009003153282,
42.098698,-75.9125187,346.43809126053105,468.1250933984254,349.6038200626355,427.4162810528095,27.50218963807443,476.0711385747187,68.59940784831512,549.4685811703985,287.39608894952585,508.33237114351806,502.3471371881088,489.4395312391596,507.79186313669686,
40.0387098,-76.1821771,538.9036975163817,476.21614439543526,580.9841260944281,247.14115721449917,317.40542772297465,218.7353557768458,242.7071234434066,422.71699257916924,653.328583050758,500.40094407603056,481.6085787998287,524.0463667813225,514.4801044951336,
37.363679,-118.39524,518.7953505941286,360.21566059182317,458.87864593122913,385.606176567572,415.5832290057264,402.1129429778035,478.03308335434855,482.70550908929584,538.9318821093095,489.6456276428595,487.601093581875,521.7589213616913,482.29054333030376,
44.458535,-73.742638,692.8761825210621,291.27783589235355,121.60132871743843,473.7680505616526,36.4965717912215,508.0651689650169,34.2809766833067,839.3054605884116,1108.1263064843995,497.5167887787623,503.413691619506,548.7655350257244,549.4647516008026,
40.9672168,-76.16885309683644,692.8761825210621,332.888955305547,972.8106297395075,335.28223582440455,29.56500473948894,661.4919216837059,77.69467832321581,502.3635298800547,282.8026624391752,505.3040080813864,486.3488207171499,504.2710321858007,506.24842282321146,
41.092586,-75.5926886,742.5964641371569,478.91316139443853,554.2430931588804,404.80050242272864,402.48251804945454,366.96381944744434,360.81581711502963,392.82843507637926,381.4705650726765,483.3964451358869,482.45787214334877,490.0575104452696,481.4247577813213,
28.8693449,-96.2220372,506.98257257638693,392.2609183707131,498.26885913486973,896.6752855901652,771.8375875357851,850.9809325124601,645.4083784092478,697.0310516956001,483.5117401578787,501.42095021774736,500.50017707520135,498.4831293773554,502.9356728820721,
41.8325487,-83.8624411,284.74363665249126,388.1804427449956,361.4724428997828,695.0724559131693,398.757669069536,689.9127449603659,352.1325691478893,548.9071507863476,414.1528325326219,504.20170763215657,503.413691619506,521.5405880825748,495.67691382673615,
40.3997893,-81.9654188,415.72570951263725,366.17785083610164,486.40531486975374,328.5335612009809,18.582885942466955,398.74167447258316,41.48573643567485,380.6934397857408,65.05135723543357,494.0558024220406,505.1201787097417,471.6417301031901,471.6753598011385,
41.826488,-72.7300945,468.3076174351842,458.7091385114479,452.44025335710955,442.13250866928024,344.1330256387306,460.2071706994642,339.6421963352118,487.7286733167833,443.56768281240056,502.2933147453844,503.31251649557896,505.18945187551367,498.2200929712479,
41.40762905,-74.19185135018546,692.8761825210621,582.5556717847071,486.40531486975374,594.3093731171485,2647.2397331197353,318.82918327630614,2241.248361843224,411.5974551534487,1122.928126066005,501.84302172466465,486.3488207171499,608.0915388122892,500.07466156926984,
38.3212122,-81.4265065,494.91155894361583,338.8334009360031,445.8715386306076,453.00121116315347,381.93249926798114,436.54255749415586,341.7980889075454,405.0074232423992,486.58882405619045,485.19732543757385,495.2875626183841,468.95793469379794,481.84736643858514,
40.118361,-76.0476306,0.0,83.22223882638674,243.20265743487687,1949.5620890340576,4664.446886608292,1018.388118614034,3503.1104840864355,514.8411674809936,1646.5964203194633,319.2759914075883,281.57036988887626,444.9450283992359,376.5994364904378,
34.2460204,-117.210297,513.2416166822682,417.65234670279267,463.88655029245035,362.65238810612516,625.6005837340541,306.2365852855637,531.4898003700847,314.7831775639882,337.1649857163532,477.58407105764223,471.81207883736505,505.369661885552,468.2912240026816,
43.856339,-74.4315339,692.8761825210621,216.37782094860552,389.124251895803,183.15569626007075,152.4087860972914,191.89802362992134,123.3214434862926,205.83238169982198,126.03366975070985,464.29131975423286,467.57746272455813,530.9677338897549,444.5108102837954,
37.2698395,-81.2223195,451.9623374490836,359.473837152865,380.64477226876323,572.3512784340817,351.6332294520275,555.6751871502789,335.7775747026337,564.1595806125512,514.2104705837792,491.92915228043415,491.6121238115548,507.7942239815546,490.417810872252,
33.6134767,-114.5937537,297.815201259053,358.6829825441347,394.31541972993926,550.5569416365752,519.3914300906978,554.015598684825,478.22431675170156,531.1781606429535,516.7639218148391,485.504534961719,484.0285970418295,517.281120735486,485.1457125721655,
41.7689878,-72.4334173,573.3384385717414,520.7372355957776,523.3130663974108,356.9000493894298,342.1338361683634,366.3328339523287,338.0100002636342,372.24413420869666,410.90250707252017,502.81607859173016,507.2573765991102,501.52270293690236,498.63477475924515,
38.4498222,-81.2323368,288.69840938377587,307.2287650007444,378.9908078360165,744.1881252141054,596.5609155474307,595.5207652691072,519.47749024564,477.5949220909102,467.7548834488207,495.23830609392047,492.89035456305305,487.2148060971634,505.01367057242305,
33.5822077,-96.1785028,417.31244886192206,398.35499890141836,407.59651480784134,488.6057686386587,313.33211482213505,500.40517532518203,300.3316101357251,540.2010395525647,451.4249204506578,502.6792065963459,503.6611973806853,525.0011682417551,496.4269583551089,
43.4843153,-75.3357941,529.8464925161063,342.67980693218067,379.11002482495513,379.8178710683996,705.7404928504648,327.3787288356877,858.0323297554959,270.9661892691527,624.4818783678336,478.1250858094827,493.3755322651789,512.9954445073544,454.67935823146394,
